KZMJ00001196
KZMF00000077
ATK119_007	KZT	16 105,7	0,0	2200 (6)
KZZF00000015
ASK119_001	KZT	13 357,5	0,0	2200 (6)
KZMF00000028
ARK119_002	KZT	4 133,7	0,0	2200 (6)
KZAF00000022
ALK119_002	KZT	8 007,7	0,0	2200 (6)
KZMF00000051
AKK119_005	KZT	8 059,3	0,0	2200 (6)
KZMF00000069
ABK119_006	KZT	11 435,3	0,0	2200 (6)
KZKA00000512
MUJ216_0005	KZT	25 000,0	0,0	2205 (6)
KZKA00000454
MUJ228_0005	KZT	15 000,0	0,0	2324 (6)
KZKT00000057
MTM096_0001	KZT	76 477,0	17,7	2428 (7)
KZKD00001244
MUM084_0019	KZT	91 112,0	12,0	2467 (7)
KZKD00001129
MUM120_0019	KZT	546 197,6	12,0	2492 (7)
KZKD00000964
MUM156_0006	KZT	356 518,1	11,5	2545 (7)
KZKD00001228
MUM096_0014	KZT	359 050,8	11,8	2547 (7)
KZMF00000127
ZKK131_012	KZT	4 851,1	6,1	2609 (7)
KZMF00000275
VKK131_027	KZT	13 546,3	6,1	2609 (7)
KZMF00000267
TKK131_026	KZT	16 847,2	6,1	2609 (7)
KZMF00000143
SKK131_014	KZT	6 151,4	6,1	2609 (7)
KZSF00000022
SHK131_002	KZT	10 768,8	6,1	2609 (7)
KZMF00000242
PVK131_024	KZT	8 139,1	6,1	2609 (7)
KZZF00000023
NSK131_002	KZT	14 907,1	6,1	2609 (7)
KZMF00000234
MGK131_023	KZT	8 949,3	6,1	2609 (7)
KZMF00000259
KSK131_025	KZT	7 046,5	6,1	2609 (7)
KZMF00000200
KOK131_020	KZT	10 819,3	6,1	2609 (7)
KZMF00000309
KGK131_030	KZT	20 288,2	6,1	2609 (7)
KZMF00000226
DZK131_022	KZT	16 352,2	6,1	2609 (7)
KZMF00000317
ATK131_031	KZT	15 805,4	6,1	2609 (7)
KZMF00000291
ARK131_029	KZT	3 362,6	6,1	2609 (7)
KZAF00000030
ALK131_003	KZT	22 359,6	6,1	2609 (7)
KZMF00000283
AKK131_028	KZT	9 968,7	6,1	2609 (7)
KZMF00000218
ABK131_021	KZT	9 722,2	6,1	2609 (7)
KZMF00000713
ZKK119_071	KZT	1 840,0	7,1	2682 (7)
KZMF00000747
VKK119_074	KZT	3 831,7	7,1	2682 (7)
KZMF00000861
TKK117_086	KZT	1 886,0	7,1	2682 (7)
KZMF00000739
SKK119_073	KZT	1 657,6	7,1	2682 (7)
KZSF00000063
SHK119_006	KZT	2 355,3	7,1	2682 (7)
KZMF00000788
PVK119_078	KZT	2 215,0	7,1	2682 (7)
KZZF00000064
NSK119_006	KZT	3 216,0	7,1	2682 (7)
KZKA00000546
MUJ228_0006	KZT	30 000,0	0,0	2682 (7)
KZMF00000770
MGK119_077	KZT	1 765,8	7,1	2682 (7)
KZMF00000838
MGK118_083	KZT	4 475,8	7,1	2682 (7)
KZMF00000754
KSK119_075	KZT	2 671,2	7,1	2682 (7)
KZMF00000804
KGK119_080	KZT	3 662,3	7,1	2682 (7)
KZMF00000879
KGK117_087	KZT	200,0	7,1	2682 (7)
KZMF00000820
DZK119_082	KZT	2 883,7	7,1	2682 (7)
KZMF00000721
ATK119_072	KZT	5 569,9	7,1	2682 (7)
KZMF00000796
ARK119_079	KZT	1 801,3	7,1	2682 (7)
KZAF00000071
ALK119_007	KZT	5 508,8	7,1	2682 (7)
KZAF00000089
ALK117_008	KZT	1 296,9	7,1	2682 (7)
KZMF00000762
AKK119_076	KZT	2 278,1	7,1	2682 (7)
KZMF00000812
ABK119_081	KZT	884,6	7,1	2682 (7)
KZKA00000470
MUJ240_0001	KZT	25 000,0	0,0	2774 (8)
KZKD00000949
MUM168_0003	KZT	361 380,0	12,6	2881 (8)
KZKD00000550
MUM240_0001	KZT	87 753,4	11,8	2889 (8)
KZKD00001236
MUM108_0014	KZT	456 901,4	12,1	2914 (8)
KZKD00001152
MUM132_0007	KZT	378 547,0	11,5	2981 (8)
KZMF00000440
ZKK143_044	KZT	7 056,7	6,1	3037 (8)
KZMF00000135
ZKK143_013	KZT	7 792,3	6,1	3037 (8)
KZMF00000358
VKK143_035	KZT	4 634,2	6,1	3037 (8)
KZMF00000341
VKK143_034	KZT	6 508,4	6,1	3037 (8)
KZMF00000564
TKK143_056	KZT	4 500,9	6,1	3037 (8)
KZMF00000556
TKK143_055	KZT	7 019,7	6,1	3037 (8)
KZMF00000416
SKK143_041	KZT	5 641,1	6,1	3037 (8)
KZMF00000408
SKK143_040	KZT	3 974,4	6,1	3037 (8)
KZSF00000048
SHK143_004	KZT	3 283,8	6,1	3037 (8)
KZSF00000030
SHK143_003	KZT	4 725,5	6,1	3037 (8)
KZMF00000523
PVK143_052	KZT	4 407,3	6,1	3037 (8)
KZMF00000515
PVK143_051	KZT	4 143,6	6,1	3037 (8)
KZZF00000049
NSK143_004	KZT	4 951,2	6,1	3037 (8)
KZZF00000031
NSK143_003	KZT	4 714,3	6,1	3037 (8)
KZMF00000390
MGK143_039	KZT	2 000,0	6,1	3037 (8)
KZMF00000382
MGK143_038	KZT	6 252,3	6,1	3037 (8)
KZMF00000846
MGK130_084	KZT	1 682,6	6,1	3037 (8)
KZMF00000580
KSK143_058	KZT	6 095,7	6,1	3037 (8)
KZMF00000572
KSK143_057	KZT	4 055,1	6,1	3037 (8)
KZMF00000507
KOK143_050	KZT	5 000,0	6,1	3037 (8)
KZMF00000481
KOK143_048	KZT	1 252,3	6,1	3037 (8)
KZMF00000549
KGK143_054	KZT	4 020,8	6,1	3037 (8)
KZMF00000531
KGK143_053	KZT	10 182,7	6,1	3037 (8)
KZMF00000432
DZK143_043	KZT	4 151,5	6,1	3037 (8)
KZMF00000424
DZK143_042	KZT	6 514,4	6,1	3037 (8)
KZMF00000499
ATK143_049	KZT	17 840,1	6,1	3037 (8)
KZMF00000473
ATK143_047	KZT	3 344,1	6,1	3037 (8)
KZMF00000465
ARK143_046	KZT	5 859,3	6,1	3037 (8)
KZMF00000457
ARK143_045	KZT	4 046,7	6,1	3037 (8)
KZAF00000055
ALK143_005	KZT	13 982,9	6,1	3037 (8)
KZAF00000048
ALK143_004	KZT	10 559,2	6,1	3037 (8)
KZMF00000374
AKK143_037	KZT	4 574,5	6,1	3037 (8)
KZMF00000366
AKK143_036	KZT	6 393,4	6,1	3037 (8)
KZMF00000333
ABK143_033	KZT	317,4	6,1	3037 (8)
KZMF00000325
ABK143_032	KZT	8 458,9	6,1	3037 (8)
KZMF00000606
VKK143_060	KZT	4 793,5	6,1	3104 (9)
KZMF00000697
TKK143_069	KZT	6 674,5	6,1	3104 (9)
KZMF00000598
SKK143_059	KZT	3 180,0	6,1	3104 (9)
KZSF00000055
SHK143_005	KZT	1 136,1	6,1	3104 (9)
KZMF00000622
PVK143_062	KZT	6 797,6	6,1	3104 (9)
KZZF00000056
NSK143_005	KZT	6 099,9	6,1	3104 (9)
KZMF00000630
MGK143_063	KZT	513,5	6,1	3104 (9)
KZMF00000853
MGK132_085	KZT	2 673,8	6,1	3104 (9)
KZMF00000689
KSK143_068	KZT	5 342,4	6,1	3104 (9)
KZMF00000663
KOK143_066	KZT	1 472,2	6,1	3104 (9)
KZMF00000648
DZK143_064	KZT	3 850,8	6,1	3104 (9)
KZMF00000655
ATK143_065	KZT	7 891,2	6,1	3104 (9)
KZMF00000671
ARK143_067	KZT	5 076,1	6,1	3104 (9)
KZAF00000063
ALK143_006	KZT	20 130,7	6,1	3104 (9)
KZMF00000614
AKK143_061	KZT	3 464,0	6,1	3104 (9)
KZMF00000705
TKK141_070	KZT	20 240,1	6,1	3107 (9)
KZKD00000931
MUM180_0013	KZT	287 988,6	13,5	3229 (9)
KZKD00000956
MUM180_0014	KZT	360 445,0	11,5	3248 (9)
KZKD00001178
MUM144_0009	KZT	219 265,6	12,2	3368 (9)
KZKD00001103
MUM156_0007	KZT	505 591,9	11,2	3542 (10)
KZKD00000741
MUM240_0002	KZT	445 989,0	12,2	3627 (10)
KZKD00000832
MUM240_0004	KZT	570 958,9	12,2	3884 (11)
KZKD00001111
MUM168_0005	KZT	295 779,5	12,2	3925 (11)
KZKD00000972
MUM216_0001	KZT	288 540,4	11,7	4425 (12)
KZKD00001186
MUM180_0015	KZT	223 152,0	11,8	4450 (12)
KZKD00001194
MUM180_0016	KZT	256 523,3	12,2	4603 (13)
KZKD00001079
MUM216_0002	KZT	297 070,5	10,5	4616 (13)
KZKD00000725
MUM300_0001	KZT	193 387,7	11,5	5285 (15)
KZKD00000774
MUM300_0002	KZT	324 651,6	12,2	5500 (15)
KZKD00000857
MUM300_0003	KZT	292 653,4	10,5	5711 (16)
KZKD00000824
MUM360_0001	KZT	80 100,0	11,0	7361 (20)
